item1351;Einfacher Buchen-Jagdbogen;7-11 Schaden, schnell (ø 36 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 4 Sekunden;10 Behinderung;0.900 kg, Bögen, Stufe 1;1000 Gold
item1365;Einfacher Eichen-Kompositbogen;21-31 Schaden, sehrschnell (ø 104 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 3 Sekunden;20 Behinderung;0.700 kg, Bögen, Stufe 11;4000 Gold
item1375;Einfacher Eichen-Langbogen;33-45 Schaden, langsam (ø 78 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit sehr hohem Potenzial;Waffenwechselzeit: 6 Sekunden;25 Behinderung;1.000 kg, Bögen, Stufe 11;4000 Gold
item1385;Einfacher Eichen-Kriegsbogen;25-42 Schaden, schnell (ø 100 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit hohem Potenzial;Waffenwechselzeit: 3 Sekunden;15 Behinderung;0.800 kg, Bögen, Stufe 11;4000 Gold
item1395;Einfacher Eichen-Wächterbogen;28-35 Schaden, normal (ø 94 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 5 Sekunden;30 Behinderung;0.900 kg, Bögen, Stufe 11;4000 Gold
item1356;Verstärkter Eichen-Jagdbogen;28-42 Schaden, schnell (ø 140 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 4 Sekunden;10 Behinderung;0.900 kg, Bögen, Stufe 14;6200 Gold
item1366;Verstärkter Eichen-Kompositbogen;25-38 Schaden, sehrschnell (ø 126 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 3 Sekunden;20 Behinderung;0.700 kg, Bögen, Stufe 14;6200 Gold
item1376;Verstärkter Eichen-Langbogen;40-55 Schaden, langsam (ø 95 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit sehr hohem Potenzial;Waffenwechselzeit: 6 Sekunden;25 Behinderung;1.000 kg, Bögen, Stufe 14;6200 Gold
item1386;Verstärkter Eichen-Kriegsbogen;31-51 Schaden, schnell (ø 123 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit hohem Potenzial;Waffenwechselzeit: 3 Sekunden;15 Behinderung;0.800 kg, Bögen, Stufe 14;6200 Gold
item1396;Verstärkter Eichen-Wächterbogen;34-42 Schaden, normal (ø 114 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 5 Sekunden;30 Behinderung;0.900 kg, Bögen, Stufe 14;6200 Gold
item1357;Einfacher Eschen-Jagdbogen;31-47 Schaden, schnell (ø 156 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 4 Sekunden;10 Behinderung;0.900 kg, Bögen, Stufe 16;8100 Gold
item1367;Einfacher Eschen-Kompositbogen;28-42 Schaden, sehrschnell (ø 140 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 3 Sekunden;20 Behinderung;0.700 kg, Bögen, Stufe 16;8100 Gold
item1377;Einfacher Eschen-Langbogen;45-61 Schaden, langsam (ø 106 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit sehr hohem Potenzial;Waffenwechselzeit: 6 Sekunden;25 Behinderung;1.000 kg, Bögen, Stufe 16;8100 Gold
item1387;Einfacher Eschen-Kriegsbogen;34-57 Schaden, schnell (ø 136 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit hohem Potenzial;Waffenwechselzeit: 3 Sekunden;15 Behinderung;0.800 kg, Bögen, Stufe 16;8100 Gold
item1397;Einfacher Eschen-Wächterbogen;38-47 Schaden, normal (ø 127 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 5 Sekunden;30 Behinderung;0.900 kg, Bögen, Stufe 16;8100 Gold
item1358;Verstärkter Eschen-Jagdbogen;36-54 Schaden, schnell (ø 180 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 4 Sekunden;10 Behinderung;0.900 kg, Bögen, Stufe 19;12400 Gold
item1368;Verstärkter Eschen-Kompositbogen;32-49 Schaden, sehrschnell (ø 162 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 3 Sekunden;20 Behinderung;0.700 kg, Bögen, Stufe 19;12400 Gold
item1378;Verstärkter Eschen-Langbogen;52-70 Schaden, langsam (ø 122 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit sehr hohem Potenzial;Waffenwechselzeit: 6 Sekunden;25 Behinderung;1.000 kg, Bögen, Stufe 19;12400 Gold
item1388;Verstärkter Eschen-Kriegsbogen;39-66 Schaden, schnell (ø 157 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit hohem Potenzial;Waffenwechselzeit: 3 Sekunden;15 Behinderung;0.800 kg, Bögen, Stufe 19;12400 Gold
item1398;Verstärkter Eschen-Wächterbogen;44-54 Schaden, normal (ø 147 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 5 Sekunden;30 Behinderung;0.900 kg, Bögen, Stufe 19;12400 Gold
item1359;Einfacher Eiben-Jagdbogen;41-62 Schaden, schnell (ø 206 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 4 Sekunden;10 Behinderung;0.900 kg, Bögen, Stufe 22;18800 Gold
item1369;Einfacher Eiben-Kompositbogen;37-55 Schaden, sehrschnell (ø 184 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 3 Sekunden;20 Behinderung;0.700 kg, Bögen, Stufe 22;18800 Gold
item1379;Einfacher Eiben-Langbogen;58-79 Schaden, langsam (ø 137 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit sehr hohem Potenzial;Waffenwechselzeit: 6 Sekunden;25 Behinderung;1.000 kg, Bögen, Stufe 22;18800 Gold
item1389;Einfacher Eiben-Kriegsbogen;44-74 Schaden, schnell (ø 177 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit hohem Potenzial;Waffenwechselzeit: 3 Sekunden;15 Behinderung;0.800 kg, Bögen, Stufe 22;18800 Gold
item1399;Einfacher Eiben-Wächterbogen;50-61 Schaden, normal (ø 166 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 5 Sekunden;30 Behinderung;0.900 kg, Bögen, Stufe 22;18800 Gold
item1360;Verstärkter Eiben-Jagdbogen;46-69 Schaden, schnell (ø 230 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 4 Sekunden;10 Behinderung;0.900 kg, Bögen, Stufe 25;28600 Gold
item1370;Verstärkter Eiben-Kompositbogen;41-62 Schaden, sehrschnell (ø 206 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 3 Sekunden;20 Behinderung;0.700 kg, Bögen, Stufe 25;28600 Gold
item1380;Verstärkter Eiben-Langbogen;65-89 Schaden, langsam (ø 154 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit sehr hohem Potenzial;Waffenwechselzeit: 6 Sekunden;25 Behinderung;1.000 kg, Bögen, Stufe 25;28600 Gold
item1390;Verstärkter Eiben-Kriegsbogen;50-83 Schaden, schnell (ø 199 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit hohem Potenzial;Waffenwechselzeit: 3 Sekunden;15 Behinderung;0.800 kg, Bögen, Stufe 25;28600 Gold
item1400;Verstärkter Eiben-Wächterbogen;56-68 Schaden, normal (ø 186 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 5 Sekunden;30 Behinderung;0.900 kg, Bögen, Stufe 25;28600 Golditem1401;Einfache Buchen-Hornarmbrust;15-23 Schaden, langsam (ø 19 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 1;1000 Gold
item1411;Einfache Buchen-Arbalest;18-28 Schaden, sehrlangsam (ø 23 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 1;1000 Gold
item1421;Einfache Buchen-Belagerungsarmbrust;24-36 Schaden, sehrlangsam (ø 30 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 1;1000 Gold
item1431;Einfache Buchen-Repetierarmbrust;13-24 Schaden, langsam (ø 37 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 1;1000 Gold
item1441;Einfache Buchen-Wächterarmbrust;18-23 Schaden, sehrlangsam (ø 20 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 1;1000 Gold
item1402;Verstärkte Buchen-Hornarmbrust;25-38 Schaden, langsam (ø 31 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 4;1500 Gold
item1412;Verstärkte Buchen-Arbalest;30-45 Schaden, sehrlangsam (ø 37 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 4;1500 Gold
item1422;Verstärkte Buchen-Belagerungsarmbrust;39-58 Schaden, sehrlangsam (ø 48 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 4;1500 Gold
item1432;Verstärkte Buchen-Repetierarmbrust;21-39 Schaden, langsam (ø 60 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 4;1500 Gold
item1442;Verstärkte Buchen-Wächterarmbrust;30-37 Schaden, sehrlangsam (ø 33 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 4;1500 Gold
item1403;Einfache Birken-Hornarmbrust;31-47 Schaden, langsam (ø 39 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 6;2000 Gold
item1413;Einfache Birken-Arbalest;38-57 Schaden, sehrlangsam (ø 47 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 6;2000 Gold
item1423;Einfache Birken-Belagerungsarmbrust;49-73 Schaden, sehrlangsam (ø 61 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 6;2000 Gold
item1433;Einfache Birken-Repetierarmbrust;26-49 Schaden, langsam (ø 75 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 6;2000 Gold
item1443;Einfache Birken-Wächterarmbrust;38-47 Schaden, sehrlangsam (ø 42 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 6;2000 Gold
item1404;Verstärkte Birken-Hornarmbrust;41-62 Schaden, langsam (ø 51 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 9;3100 Gold
item1414;Verstärkte Birken-Arbalest;50-75 Schaden, sehrlangsam (ø 62 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 9;3100 Gold
item1424;Verstärkte Birken-Belagerungsarmbrust;64-96 Schaden, sehrlangsam (ø 80 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 9;3100 Gold
